23724969	TG
15154632	LGALS3
10562685	PCNA
10562685	IGF1
17186541	BRAF
17186541	MAP2K1P1
17186541	RET
17186541	RASA1
20029980	TBL1XR1
20029980	TG
17278897	TG
14508824	MET
14508824	RET
21086628	MMP2
21086628	MFSD6
21086628	TIMP1
21086628	TIMP2
21086628	MMP9
23544172	RASA1
23544172	BRAF
23544172	HES1
23544172	NOTCH1
23544172	MAPK1
23544172	RET
23544172	NCOA4
21716161	BRAF
21716161	TP53
21716161	SOX2
11117782	RET
11117782	PTCH1
16430717	HLA-A
16430717	WDR11
11117781	HTT
11117781	RET
11117781	NAE1
11117781	PTCH1
16279847	NKX2-1
16279847	PAX8
16279847	LMOD1
16279847	DIO2
12213904	FTCD
12213904	CD86
2806355	CALCA
22576067	TG
8290261	RET
8290261	CCDC6
8290261	NCOA4
17721188	BRAF
17721188	ZHX2
17721188	KRAS
17721188	RASA1
17721188	RET
17721188	NRAS
11041454	TSHB
11041454	TG
23132790	DUSP6
23132790	NTRK1
23132790	RET
23132790	MAPK3
16143028	BRAF
21137070	ANXA3
21879263	SLC5A5
21879263	TSHR
9004925	SNORA73A
9004925	RB1
9004925	TGM3
9004925	RNU105C
9004925	ADCY5
9004925	ADRA1B
9004925	TP53
21795449	TG
19055826	KRT1
19055826	BRAF
19055826	RET
19055826	TP53
17519916	TG
9804398	EPHB4
9804398	CDCA5
9804398	TG
21052476	CD44
21052476	HBE1
21052476	CDH1
21052476	KRT19
21052476	NCAM1
21052476	LGALS3
22821892	RUNX2
22821892	ID1
21707434	TG
22105775	BRAF
22105775	MAPK1
11321340	CEACAM3
11321340	RET
11321340	CALCA
11321340	TG
11321340	CHGA
17063805	RET
15859312	RET
8027262	TG
23040929	TG
19010660	ALB
19010660	PAX5
8761374	RET
8761374	PTCH1
10982016	CHKB
10982016	MUC1
10982016	LRP5
10982016	B3GAT1
10982016	RET
10982016	FUT4
24220341	MIR34A
24220341	GAS1
24220341	PIK3CB
24220341	AKT1
24220341	RET
24220341	BAD
23214316	RET
23214316	EZR
23214316	CDH1
9215314	CDCA7L
9215314	MET
16849418	NCOA4
16849418	STAT3
16849418	SOAT1
16849418	RET
16849418	TXK
16849418	PTCH1
20429628	TSHR
19035118	CA1
9702860	TP53
9516913	RET
9516913	TXK
17914110	ADORA1
17914110	MPPED2
17914110	LMOD1
17914110	DPP4
17914110	CDH16
17914110	FBXO9
17914110	RUNX1
18591888	GSTM1
18591888	GSTT1
18591888	GSTK1
8027371	TP53
10691310	GLYAT
10691310	TP53
8599963	TG
3368333	TRH
3368333	TSHB
23242039	TG
22752848	BRAF
22752848	MAP2K2
12409522	SLC5A5
8097390	EGF
8097390	PCNA
18534700	TG
15176030	TG
10534163	KRT17
10534163	KRT19
10534163	KRT20
10534163	KRT18
10534163	KRT5
14534528	PHF19
14534528	RET
14534528	PLCG1
14534528	PTCH1
14534528	PRRT2
14534528	NCOA4
19961815	TG
22820140	MMP2
22820140	TIMP1
22820140	MMS
22820140	TIMP2
22820140	CCDC6
23544999	MAP2K2
23544999	EIF2AK3
23544999	PEBP1
23544999	DUSP6
23544999	MAPK1
23544999	RET
10773666	NCOA4
10773666	RET
10773666	PTCH2
10773666	PTCH1
10487693	IL6
10487693	MET
