2196988	IL1A
2196988	HTC1
2196988	C3
2196988	PTH
2196988	CSF2
2196988	EGF
2196988	TGFA
7549149	CSF3
7549149	PTHLH
12423550	TP53
12423550	BAX
16299408	NKX2-1
16299408	TP53
16299408	TG
17638058	RASA1
17638058	HRAS
17638058	PIK3CA
17638058	TP53
17638058	FTCD
17638058	BRAF
12324571	TMSB4X
12324571	TG
12234063	TP63
12234063	TP53
20219414	CASP3
20219414	BAX
20219414	CASP9
20219414	PARP1
20219414	DARS
20219414	BCL2
20219414	CYCS
21716161	BRAF
21716161	TP53
21716161	SOX2
18622894	CHKA
18622894	TXK
18622894	KIT
12680148	BCL2
12680148	BAG1
8185329	SLC3A2
16571083	TP53
16571083	JUN
16571083	MAPK8
15118916	E2F4
15118916	E2F1
15118916	DBT
15126530	ABL1
15126530	BCR
15126530	PDGFRB
23845866	CASP3
23845866	FLT1
23845866	EGFR
23845866	KDR
16288007	RASA1
16288007	PIK3CA
16288007	AKT1
12240753	RASA1
12240753	RET
12240753	TP53
23132790	DUSP6
23132790	NTRK1
23132790	RET
23132790	MAPK3
10360640	SHC1
10360640	MET
10360640	HGF
20061417	MIR146A
20061417	RELA
20061417	NFKB1
17848408	BLMH
17848408	CFLAR
17848408	CASP6
17848408	CASP8
17848408	CASP9
17848408	AKT1
17848408	BCL2
17848408	BOK
17848408	BMF
17848408	BIK
9004925	SNORA73A
9004925	RB1
9004925	TGM3
9004925	RNU105C
9004925	ADCY5
9004925	ADRA1B
9004925	TP53
16278386	HIST3H3
16278386	CDKN1A
16278386	CDK4
16278386	TP53
16278386	RB1
21220477	EGFR
21220477	KDR
1726928	NKX2-1
1726928	PDGFRB
1726928	TPO
1726928	TG
1726928	PDGFRL
23113752	BRAF
23113752	RAF1
23113752	TXK
21704168	SLC5A5
21704168	SST
8631011	PAX8
8631011	TPO
8631011	TP53
17704247	SLC5A5
17704247	IL8
17704247	NFKBIL1
17704247	NFKB1
17317825	PTEN
17317825	RASA1
17317825	BRAF
17317825	PIK3CA
17317825	AKT1
17317825	TAS2R38
22278419	EGFR
22278419	VEGFA
12933658	RHOA
12933658	CASP3
12933658	CYCS
12933658	RHOT2
12933658	RAC1
15640776	PPARA
15640776	PPARG
15640776	TG
20171178	IDH1
20171178	IDH2
19727716	SLC5A5
19727716	CYP19A1
19727716	TP53
11095436	GLB1
11095436	TP53
17690558	APOE
20053778	MAPK15
20053778	LEUTX
20053778	BRAF
20053778	MMP2
22399519	MIR30D
22399519	EZH2
22399519	TRAF3IP2
