16926634	MAPK3
16926634	CALCA
16926634	MAP2K3
16926634	RAF1
10746684	NKX2-1
10746684	CALCA
2269360	CALCA
2269360	CALCB
23150029	GLI2
23150029	SHH
23150029	BMI1
23150029	SLCO6A1
23150029	GLI1
23150029	WNT2
23150029	GLI3
23150029	BCL2A1
23150029	PTGS2
3821708	PSMD2
3821708	PSMD1
3821708	CALCA
8954146	PAX6
8954146	CD4
8954146	CD8A
8954146	IL2
8954146	LOC100507703
18976163	SCN10A
18976163	RET
23900743	RET
23900743	CASP3
23900743	AKT1
12811413	NTRK1
12811413	RET
12811413	IL2
12585034	CALCA
12585034	TG
233664	POMC
233664	CALCA
17639056	KRT18
17639056	EGFR
17639056	SYP
17639056	NCAM1
17639056	CEACAM19
17639056	SV2A
17639056	KDR
17639056	NTRK1
17639056	GOT2
17639056	CDH1
17639056	CHGA
17639056	RET
17639056	CALCA
17639056	TXK
9230814	CALCA
6353830	CALCA
16705552	RET
23259706	RPS8
23259706	RET
23259706	CALCA
23259706	YESP
23259706	SCT
21630273	CA9
21630273	TNC
21630273	VHL
21630273	CDH1
18996821	CD34
18996821	ACTN1
16343097	RET
16419493	RET
22584721	CALCA
15967086	CALCA
15967086	TXK
2302785	CALCA
2575578	CALCA
11965605	GAST
11965605	CCK
11965605	CCKBR
9498199	CALCA
9589057	RET
9589057	CALCA
1278428	CALCA
3459939	HLA-L
3459939	TNFRSF25
2575577	RET
2575577	MEN1
10327060	YY1
10327060	EGFR
10327060	CALCA
10327060	SHC1
8531439	CEACAM3
8531439	CALCA
20127563	TEK
20127563	KIT
20127563	MET
20127563	KDR
20127563	FLT3
20127563	RET
9825479	SSTR2
9825479	CALCA
9825479	SST
21867742	RET
18651827	CALCA
18651826	MMP2
18651826	TIMP2
10200298	BDNF
10200298	FIGF
10200298	NTRK1
10200298	NTRK2
10200298	NTRK3
10200298	RET
15776290	RET
15776290	RAB11A
15776290	ANXA2
15776290	SOD1
16831027	COX2
16831027	ABCC1
16831027	PTGS2
16831027	ABCB1
16831027	ABCC2
16831027	SIX1
16118333	SCN10A
16118333	SNRNP70
16118333	RET
16118333	CALCA
2806355	CALCA
3011805	CALCA
3011805	AKAP1
2894088	CALCA
2894088	RNASE4
18284634	RET
22404432	RET
6798062	DAO
6798062	DDC
11116144	GFRA4
11116144	NRTN
11116144	RAPGEF5
11116144	GDNF
11116144	PSPN
11116144	ARTN
11116144	RET
822106	CALCA
2906036	CALCA
2906036	SST
17131404	RET
18204763	CALCA
17848408	BLMH
17848408	CFLAR
17848408	CASP6
17848408	CASP8
17848408	CASP9
17848408	AKT1
17848408	BCL2
17848408	BOK
17848408	BMF
17848408	BIK
22473335	CEACAM19
22473335	CALCA
22473335	TG
8143880	CALCA
8143880	CALCR
23757627	CALCA
21422198	RET
7061688	GAST
7061688	CALCA
7061688	SST
7952164	SELL
7952164	CALCA
7952164	SST
10541353	GAST
10541353	CCK
10541353	CCKBR
21551259	RASA1
21551259	ZHX2
21551259	MAPK3
21551259	STAT3
21551259	PIK3CG
21551259	AKT1
21551259	STAT1
21551259	SOAT1
21551259	RET
21551259	TXK
10452322	GAST
10452322	CCK
10452322	CCKBR
1202087	TRIT1
1202087	CALCA
1202087	PTH
15350625	RET
12114654	MET
12114654	HGF
12114654	RET
9597929	CALCA
23849459	NTRK1
23849459	RET
23849459	CALCA
9664909	RET
20801952	RET
23059849	RET
23059849	CALCA
11948421	MDM2
11948421	CDKN2A
11948421	TP53
11948421	E2F1
15717653	RET
15717653	CALCA
14656003	PRL
14656003	INS
14656003	IAPP
15508130	NR1I3
7874109	RET
9664907	CALCA
9664907	TFF1
21704168	SLC5A5
21704168	SST
15613280	IL1B
15613280	MAP2K1
15613280	JAK2
15613280	LIF
15613280	STAT3
15613280	MAP2K6
15613280	IL6ST
15613280	SOAT1
15613280	MAPK1
9046062	POMC
9046062	TUBA1A
9046062	SYP
9046062	GRP
9046062	TH
9046062	PTHLH
9046062	KRT3
9046062	GAST
9046062	CALB1
9046062	NTS
9046062	PENK
9046062	CALCA
9046062	ENO2
21993546	GAST
21993546	SST
21993546	GOT2
21993546	RIPK2
9621513	RET
11589684	RET
6106648	POMC
6106648	CALCA
6106648	SST
21936671	CALCA
11321340	CEACAM3
11321340	RET
11321340	CALCA
11321340	TG
11321340	CHGA
11259096	CHGA
11259096	CALCA
18283628	IFNG
18283628	IL2RA
18283628	CSF2
18283628	CD4
18283628	GZMB
18283628	IFNA1
18283628	CD8A
18283628	FOXP3
17063805	RET
9230192	RET
7479349	CALCA
16601140	SSTR2
16601140	BCL2L11
16601140	RB1
16601140	NEK3
16601140	CCND1
16601140	BHLHE22
16601140	CDK4
16601140	SRI
16601140	SST
23514345	CALCA
19690853	SST
20672905	RET
20672905	CALCA
20549176	CALCA
22531829	CALCA
21325074	CD44
21325074	TNC
21325074	VIM
21325074	PDGFRB
21325074	KDR
21325074	PLAU
21325074	FLT4
21325074	SPARC
21325074	IL8
21325074	RET
10024437	KRT31
10024437	RET
17525486	PRL
17525486	PRLR
11376404	CALCA
11376404	RET
11376404	ZNF77
19415998	CALCA
17951536	MKI67
17951536	IL8
17951536	ESR1
17951536	ESR2
17951536	JUN
23828436	CALCA
23828436	SCT
20027	GOLGA3
20027	CALCA
2582437	CALCA
21460789	FLT1
21460789	RET
2875121	SST
6150555	CALCA
9890740	ICT1
9890740	CALCA
3498561	CALCA
3498561	CALCB
3195602	CHGA
3195602	NTRK1
3195602	CALCA
10622534	PLEKHM1
10622534	RET
19726541	CALCA
15271413	RET
1483877	ENO2
1483877	PCNA
1483877	CALCA
1483877	CALCB
1483877	DKK1
9002774	CALCA
9002774	SST
1483875	IGF1R
1483875	IGHG3
1483875	IGF1
1973281	CALCA
23934677	HRAS
23934677	MAPK3
23934677	NOTCH2NL
23934677	RASA1
23934677	PIK3CA
23934677	AKT1
23934677	RET
23934677	SOS1
23408061	CALCA
9681853	CALCA
9578814	CALCA
9820617	RET
8608543	SYP
8608543	ENO2
8608543	CHGA
8608543	CALCA
8608543	TG
8608543	CEACAM7
21741956	FAS
21741956	RET
21741956	TNFRSF10A
21741956	RPIA
21741956	PTPN13
24127332	MIR373
24127332	MIR130A
24127332	MIR200C
24127332	LILRB1
24127332	MIR138-2
24127332	ZEB2
24127332	MIR29C
24127332	MIR10A
24127332	ZEB1
24127332	MIR193A
24127332	MIR498
22584699	MEN1
17605812	CRH
17605812	POMC
2034946	CALCA
19744643	RET
19744643	CALCA
4354916	POMC
4354916	CALCA
22319002	RET
22319002	PTCH1
17895320	RET
3698510	GAST
3698510	CALCA
16610247	CRH
16610247	POMC
16610247	CALCA
22162569	RET
22162569	ARC
7621562	SLC25A5
7621562	CALCA
7621562	TSHR
7621562	TG
7386230	HRH2
7386230	CALCA
8981015	RET
2428725	CEACAM3
2428725	CALCA
2428725	MUC1
2428725	TG
7496599	NME7
7496599	CTSD
7496599	NME1
9625426	CALCA
9625426	S100P
18756447	PLEKHM1
18756447	RET
18756447	EGFR
18756447	EGF
18756447	RPIA
2249597	ENO2
2249597	CALCA
2249597	S100B
12114678	MKI67
12114678	BCL3
12114678	BCL2
12114678	TP53
12114678	BCL2L2
15157557	RET
15157557	TXK
11850724	SPINK1
11850724	CALCA
11850724	BCHE
23856028	RASA1
23856028	ZHX2
23856028	JAK1
23856028	FIGF
23856028	LIF
23856028	HGF
23856028	E2F1
23856028	SOAT1
23856028	RET
23856028	EGF
9247627	RASA1
9247627	RET
9247627	TP53
15864423	CALCA
15864423	SYP
15531548	RET
15531548	CALCA
11600571	CEACAM3
11600571	IL4
11600571	CD8A
11600571	TNF
11600571	CD4
11600571	CALCA
11600571	CSF2
17656601	RET
17656601	TXK
16756963	RET
16756963	STK19
16756963	VEGFA
23660264	RET
23660264	CALCA
12439612	CD4
12439612	IFNG
12439612	CALCA
12439612	IL4
12439612	CD8A
2112816	TRH
2112816	CALCA
21289252	CEL
21289252	RASA1
21289252	ZHX2
21289252	BRAF
21289252	MAPKAPK2
21289252	FLT1
21289252	MAP3K1
21289252	MAPK1
21289252	RET
2884645	PSMD1
2884645	SST
1976126	GRP
1976126	CEACAM19
1976126	CALCA
1976126	SRI
1976126	SST
638953	GAST
638953	POMC
638953	CALCA
3760981	CALCA
7985081	MT1A
7985081	RET
7985081	CALCA
16309220	CALCA
15584614	BRAF
15584614	RASA1
15584614	PAX8
15584614	NAE1
15584614	TP53
15584614	RET
15584614	PPARG
15584614	TXK
7987634	CALCA
1974875	CALCA
1974875	SST
835355	GAST
835355	ICT1
835355	CALCA
20013610	RET
20013610	CALCA
19536770	CALCA
431034	CALCA
927309	POMC
927309	CALCA
2644744	GRP
2644744	CEACAM19
2644744	TG
2644744	OPN4
2644744	PENK
2644744	CALCA
2644744	ENO2
2644744	SST
2644744	S100A1
12869284	RET
6853671	CALCA
16707008	RET
16707008	VHL
21751886	CEACAM3
21751886	CALCA
21751886	MUC16
21470995	NTRK1
21470995	RET
21470995	MAPK1
21470995	TKT
21470995	TPCN1
15179767	PLEKHM1
15179767	RET
19169500	RET
20103606	RET
2542931	CALCA
2542931	TG
6342746	CEACAM3
6342746	ENO2
6342746	CALCA
8563482	RET
8563482	CALCA
16230779	RET
12195292	CALCA
12195292	SST
1983764	CEACAM19
1983764	CALCA
7743500	RET
7743500	RAF1
9747064	RET
21346073	RET
21346073	CEACAM19
21346073	CALCA
14755766	SCG2
14755766	CALCA
14755766	TG
7900231	CALCA
9070340	RET
9070340	CALCA
22965292	RET
22965292	CALCA
8648376	CALCA
8648376	CEACAM3
20335822	CALCA
657681	CALCA
22158569	EGFR
22158569	KDR
17125960	CALCA
810628	CALCA
7750460	SHOX
7750460	DEXI
7750460	CAMP
7750460	SST
7750460	CAT
11037345	MKI67
11037345	BAX
11037345	CCNH
11037345	BCL2
11037345	TP53
11037345	BCL2L1
11037345	RET
12410354	RET
12410354	CALCA
3942001	CALCA
9002772	CALCA
9002772	SST
6321700	CALCA
1824340	CALCA
1824340	TG
22747440	MIR224
22747440	MIR127
22747440	MIR370
22747440	RASA1
22747440	CKMT2
22747440	MIR93
22747440	MIR154
22747440	MIR21
22747440	MIR323A
22747440	PDCD4
22747440	MIR375
22747440	MIR183
22747440	RET
