doc_id	pathway_mention	rb_label
14712216	Apoptosis	PTC
18085520	Apoptosis	PTC|ATC
18085520	Apoptosis	PTC|ATC
22438958	Apoptosis	PTC|FTC
22438958	Apoptosis	PTC|FTC
22438958	Apoptosis	PTC|FTC
23414714	Apoptosis	PTC
23414714	Apoptosis	PTC
12733712	Apoptosis	PTC
24171036	Apoptosis	PTC|FTC
22113498	Apoptosis	PTC
22113498	Apoptosis	PTC
22113498	Apoptosis	PTC
22113498	Apoptosis	PTC
21879253	Apoptosis	PTC
19723757	Apoptosis	ATC|PTC|FTC
9052406	Apoptosis	PTC
16432709	Apoptosis	PTC
21180995	Apoptosis	PTC
23790177	Apoptosis	PTC|FTC
23790177	Apoptosis	PTC|FTC
23790177	Apoptosis	PTC|FTC
23790177	Apoptosis	PTC|FTC
23790177	Apoptosis	PTC|FTC
23790177	Apoptosis	PTC|FTC
23790177	Apoptosis	PTC|FTC
24342307	Apoptosis	PTC
14534528	Apoptosis	PTC
14534528	Apoptosis	PTC
22944270	Apoptosis	PTC
19683979	Apoptosis	PTC|ATC
19683979	Apoptosis	PTC|ATC
19683979	Apoptosis	PTC|ATC
19683979	Apoptosis	PTC|ATC
17947359	Apoptosis	PTC
11059731	Apoptosis	PTC|ATC
21249150	Apoptosis	PTC
22049175	Apoptosis	PTC
22049175	Apoptosis	PTC
23261982	Apoptosis	PTC
19355825	Apoptosis	PTC
19355825	Apoptosis	PTC
20615140	Apoptosis	PTC
23828865	Apoptosis	MTC|PTC|FTC
17355635	Apoptosis	PTC
23645777	Apoptosis	PTC
12907632	Apoptosis	PTC
18676765	Apoptosis	PTC
24199968	Apoptosis	PTC
21049466	Apoptosis	PTC
24081676	Apoptosis	PTC
24081676	Apoptosis	PTC
24081676	Apoptosis	PTC
19513551	Apoptosis	PTC
23533107	Apoptosis	PTC
21270757	Apoptosis	PTC
24124924	Apoptosis	PTC
23729178	Apoptosis	PTC
22477067	Apoptosis	ATC|PDTC|PTC|FTC
22477067	Apoptosis	ATC|PDTC|PTC|FTC
22477067	Apoptosis	ATC|PDTC|PTC|FTC
17598974	Apoptosis	PTC
17598974	Apoptosis	PTC
23056499	Apoptosis	PTC|MTC
16080480	Apoptosis	PTC
16080480	Apoptosis	PTC
12921612	Apoptosis	PTC
12921612	Apoptosis	PTC
12921612	Apoptosis	PTC
12921612	Apoptosis	PTC
18604733	Apoptosis	PTC
18604733	Apoptosis	PTC
19124005	Apoptosis	PTC
19124005	Apoptosis	PTC
19124005	Apoptosis	PTC
18985036	Apoptosis	PTC
12933692	Apoptosis	PTC
12933692	Apoptosis	PTC
12933692	Apoptosis	PTC
12933692	Apoptosis	PTC
12933692	Apoptosis	PTC
12933692	Apoptosis	PTC
10566680	Apoptosis	PTC
20008098	Apoptosis	PTC
18682509	Apoptosis	PTC
18682509	Apoptosis	PTC
18682509	Apoptosis	PTC
23231932	Apoptosis	PTC|ATC
22438958	Apoptosis	PTC|FTC
9052406	Apoptosis	PTC
22049175	Apoptosis	PTC
24124924	Apoptosis	PTC
22477067	Apoptosis	ATC|PDTC|PTC|FTC
18604733	Apoptosis	PTC
12933692	Apoptosis	PTC
12933692	Apoptosis	PTC
10438545	Apoptosis	PTC|FTC
23520464	Arachidonic acid metabolism	PTC
18779313	BER pathway	PTC|FTC
19223551	beta-catenin pathway	PTC
23255945	BMP pathway	PTC
12782592	Bone morphogenetic proteins pathway	PTC|FTC
18390987	bone remodeling	PTC|FTC
22993650	BRAF/MAPK pathway	PTC
18676742	BRAF/MEK/ERK pathway	PTC
17317846	BRAF/MEK/MAPK pathway	PTC
17317846	BRAF/MEK/MAPK pathway	PTC
20473281	BRAF(V600E)-mediated pathway	PTC
19200582	BRAF kinase pathway	PTC|FTC
18697864	BRAF kinase pathway	PTC|FTC
18697864	BRAF kinase pathway	PTC|FTC
23893334	BRAF pathway	PTC
23000762	BRAF pathway	PTC
15980887	BRAF pathway	PTC
18426810	BRAF pathway	PTC|FTC
17535994	BRAF pathway	PTC
24399106	BRAF pathway	PTC|FTC
21321384	BRAFV600E/ERK1/2 pathway	PTC
21479404	cAMP pathway	PTC
9062474	cAMP pathway	PDTC|PTC|FTC
21479404	cAMP pathway	PTC
21479404	cAMP pathway	PTC
21479404	cAMP pathway	PTC
21220306	cAMP pathway	PTC
23145146	cAMP pathway	PTC
21479404	cAMP pathway	PTC
24124924	caspase pathway	PTC
21503841	caspase pathway	PTC
15806164	cell-cell pathway	PTC|HCTC
15947106	cell-cell pathway	PTC
20629553	Cell cycle	PTC
12943231	Cell cycle	PTC
19190121	Cell cycle	PTC|FTC
21605002	Cell cycle	PTC|FTC
21605002	Cell cycle	PTC|FTC
21642358	Cell cycle	PTC
14735186	Cell cycle	PTC
11007042	Cell cycle	PTC
19956384	Cell cycle	PTC
19956384	Cell cycle	PTC
18925698	Cell cycle	PTC
15041723	Cell cycle	PTC
24002705	Cell cycle	PTC
24002705	Cell cycle	PTC
21956418	Cell cycle	PTC|FTC
12610352	Cell cycle	PTC
19380355	Cell cycle	PTC
15929668	Cell cycle	PTC
15118916	Cell cycle	PTC|ATC
17188145	Cell cycle	PTC|FTC
20627053	Cell cycle	PTC
20627053	Cell cycle	PTC
19194115	Cell cycle	PTC
19194115	Cell cycle	PTC
19194115	Cell cycle	PTC
19194115	Cell cycle	PTC
18828274	Cell cycle	PTC
22586301	Cell cycle	PTC|ATC
15172989	Cell cycle	PTC
10980597	Cell cycle	PTC
15947106	Cell cycle	PTC
17703498	Cell cycle	PTC
12894512	Cell cycle	PTC
22204713	Cell cycle	PTC
17882495	Cell cycle	PTC|FTC
17882495	Cell cycle	PTC|FTC
23023232	Cell cycle	PTC
23023232	Cell cycle	PTC
12947323	Cell cycle	PTC
19356627	Cell cycle	PTC
19356627	Cell cycle	PTC
21879253	Cell cycle	PTC
15709169	Cell cycle	PTC
15709169	Cell cycle	PTC
15709169	Cell cycle	PTC
18583418	Cell cycle	PTC
21249150	Cell cycle	PTC
19461157	Cell cycle	PTC
20615140	Cell cycle	PTC
20615140	Cell cycle	PTC
20615140	Cell cycle	PTC
20615140	Cell cycle	PTC
20615140	Cell cycle	PTC
16259106	Cell cycle	PTC|FTC
18676765	Cell cycle	PTC
21049466	Cell cycle	PTC
19818763	Cell cycle	PTC
23412977	Cell cycle	PTC
24081676	Cell cycle	PTC
24081676	Cell cycle	PTC
22688732	Cell cycle	PTC|ATC
22688732	Cell cycle	PTC|ATC
22688732	Cell cycle	PTC|ATC
22688732	Cell cycle	PTC|ATC
22688732	Cell cycle	PTC|ATC
21220347	Cell cycle	PTC
17693985	Cell cycle	PTC
9949353	Cell cycle	PTC
14568170	Cell cycle	PTC|FTC
14568170	Cell cycle	PTC|FTC
22477067	Cell cycle	ATC|PDTC|PTC|FTC
22477067	Cell cycle	ATC|PDTC|PTC|FTC
22477067	Cell cycle	ATC|PDTC|PTC|FTC
17914108	Cell cycle	PTC
17914108	Cell cycle	PTC
17914108	Cell cycle	PTC
17914108	Cell cycle	PTC
18985036	Cell cycle	PTC
18682509	Cell cycle	PTC
15142440	Cell cycle	PTC
15142440	Cell cycle	PTC
15142440	Cell cycle	PTC
19194115	Cell cycle	PTC
17882495	Cell cycle	PTC|FTC
21725210	Cell cycle	PTC
19060924	Cell cycle	PTC
23231932	Cell cycle	PTC|ATC
20172376	Cell cycle	PTC
20172376	Cell cycle	PTC
20172376	Cell cycle	PTC
20172376	Cell cycle	PTC
15258907	Cell cycle	PTC
22586301	Cell cycle	PTC|ATC
21831957	Cell cycle	MTC|PTC|FTC
18766473	Cell cycle	PTC
21874046	Cell cycle	PTC
12114790	Cell cycle	PTC
12114790	Cell cycle	PTC
12114790	Cell cycle	PTC
23861775	Cell cycle	PTC
23231932	Cell cycle	PTC|ATC
15179755	Chemical carcinogenesis	PTC|FTC
17621275	c-jun N-terminal kinase pathway	PTC
23457043	NF-kB pathway	PTC
23162534	class II MHC pathway	PTC|FTC
22113498	c-Met/AKT pathway	PTC
22113498	c-Met/AKT pathway	PTC
23520464	Coagulation pathway	PTC
23520464	Coagulation pathway	PTC
10583556	Collagen formation	PTC
21383698	MAPK pathway	PTC|PDTC
15184868	CXCR4/SDF-1alpha receptor-lig pathway	PTC
15671779	cAMP pathway	PTC
18474871	cytokine pathway	PTC
21605002	Cytokinesis	PTC|FTC
23337621	Cytokinesis	FTC|PTC
23337621	Cytokinesis	FTC|PTC
16676402	Cytokinesis	PTC|PDTC
23790177	Cytokinesis	PTC|FTC
15886755	Cytokinesis	PTC|FTC
15886755	Cytokinesis	PTC|FTC
20629553	MEK/ERK pathway	PTC
15041723	DNA damage response	PTC
19092295	DNA damage response	PTC
19286843	DNA damage response	PTC
19286843	DNA damage response	PTC
19286843	DNA damage response	PTC
24004175	DNA damage response	PTC
19191745	DNA Repair	PTC|FTC
23183621	DNA Repair	PTC|FTC
19350799	DNA Repair	PTC
18648806	DNA Repair	PTC|FTC
18648806	DNA Repair	PTC|FTC
21642358	DNA Repair	PTC
21860547	DNA Repair	PTC
21606360	DNA Repair	PTC
20660387	DNA Repair	PTC|FTC
20660387	DNA Repair	PTC|FTC
19092295	DNA Repair	PTC
19092295	DNA Repair	PTC
19092295	DNA Repair	PTC
19092295	DNA Repair	PTC
19092295	DNA Repair	PTC
21414327	DNA Repair	PTC|FTC
21414327	DNA Repair	PTC|FTC
21414327	DNA Repair	PTC|FTC
21414327	DNA Repair	PTC|FTC
10838496	DNA Repair	PTC
18470905	DNA Repair	PTC
18470905	DNA Repair	PTC
18470905	DNA Repair	PTC
24171036	DNA Repair	PTC|FTC
21987112	DNA Repair	PTC|FTC
21987112	DNA Repair	PTC|FTC
11059731	DNA Repair	PTC|ATC
21049466	DNA Repair	PTC
12127404	DNA Repair	PTC
10607373	DNA Repair	PTC
22136207	DNA Repair	PTC|FTC
23022340	DNA Repair	PTC|FTC
23022340	DNA Repair	PTC|FTC
23183621	DNA Repair	PTC|FTC
22586128	DNA replication	PTC
19145676	DNA replication	PTC
21998631	DNA replication	PTC|MTC
8528355	DNA replication	PTC
23821456	DNA replication	PTC|FTC
19818763	DNA replication	PTC
23162534	DNA replication	PTC|FTC
21998631	DNA replication	PTC|MTC
24105688	Double-Strand Break Repair	PTC
15933498	Double-Strand Break Repair	PTC|FTC
15933498	Double-Strand Break Repair	PTC|FTC
21220347	MET pathway	PTC
23261982	E-cadherin pathway	PTC
23261982	E-cadherin pathway	PTC
23520464	eicosanoid pathway	PTC
22376167	Energy Metabolism	PTC
22993562	Epigenetic mechanisms pathway	PTC
20372779	ERalpha pathway	PTC|FTC
20372779	ERbeta transcriptional pathway	PTC|FTC
23132790	ERK1/2 pathway	PTC|ATC|PDTC
23132790	ERK1/2 pathway	PTC|ATC|PDTC
19903742	ERK activation	PTC
19903742	ERK activation	PTC
15761501	ERK activation	PTC
21750869	ERK activation	PTC
21470995	ERK activation	PTC|MTC
21470995	ERK activation	PTC|MTC
16551863	ERK activation	PTC
19903742	Erk pathway	PTC
21831957	Erk pathway	MTC|PTC|FTC
22823995	Erk pathway	PTC
19903742	Erk pathway	PTC
19223551	Erk pathway	PTC
23000762	Erk pathway	PTC
24156385	Estrogen metabolism	PTC
24156385	Estrogen metabolism	PTC
24156385	Estrogen metabolism	PTC
19903742	Erk pathway	PTC
21191179	FAK/PI3K/Akt pathway	PTC
21191179	FAK/PI3K/Akt pathway	PTC
21191179	FAK/PI3K/Akt pathway	PTC
12933692	Fas pathway	PTC
19594419	Fas pathway	PTC|FTC
10566680	Fas pathway	PTC
22136817	Fatty acid biosynthesis	PTC
21998631	Focal Adhesion	PTC|MTC
20955590	Focal Adhesion	PTC
22513979	Focal Adhesion	ATC|PTC|FTC
22513979	Focal Adhesion	ATC|PTC|FTC
22513979	Focal Adhesion	ATC|PTC|FTC
22513979	Focal Adhesion	ATC|PTC|FTC
21998631	Focal Adhesion	PTC|MTC
19293266	Focal Adhesion	PTC|ATC
19293266	Focal Adhesion	PTC|ATC
22513979	Focal Adhesion	ATC|PTC|FTC
22049175	FoxM1 pathway	PTC
20629553	G1 Phase	PTC
21478229	G1 Phase	PTC
17693985	G1 Phase	PTC
23861775	G2 Phase	PTC
17914110	Gap junction	PTC
21875346	Gap junction	PTC
21875346	Gap junction	PTC
6616422	Gap junction	PTC
21875346	Gap junction	PTC
18191019	Gap junction	PTC|FTC
19784728	glioma pathway	PTC
22031513	GLP-1 pathway	PTC|MTC
18806930	Glucose metabolism	PTC|FTC
24102584	Glucose metabolism	PTC|FTC
23115614	Glucose metabolism	PTC|ATC
19433487	Glucose metabolism	PTC|FTC
7562053	Glucose metabolism	PTC
7675641	Glucose metabolism	PTC|FTC
23688271	Glucose metabolism	PTC
17268018	Glucose metabolism	PTC|FTC
20473281	Glucose metabolism	PTC
20017617	Glucose transport	PTC|FTC
16944537	Glucose transport	PTC
14715833	Glucose transport	PTC|FTC
22376167	Glucose transport	PTC
22376167	Glucose transport	PTC
17488796	Glucose transport	PTC
21606885	Glucose transport	PTC
22888973	Glucose transport	PTC
22888973	Glucose transport	PTC
19014326	Glucose transport	PTC|FTC
22248072	Glucose transport	PTC|FTC
23407367	Glucose transport	PTC|FTC
23688271	Glucose transport	PTC
16944537	Glucose transport	PTC
18509003	Glucose transport	PTC
17667446	Glucose transport	PTC|FTC
23722225	Glucose transport	PTC|FTC
16273245	Glucose transport	PTC|FTC
16273245	Glucose transport	PTC|FTC
21317830	Glucuronidation	PTC|FTC
21317830	Glucuronidation	PTC|FTC
20017617	Glycolysis	PTC|FTC
3155492	Glycolysis	ATC|MTC|PTC|FTC
3155492	Glycolysis	ATC|MTC|PTC|FTC
3155492	Glycolysis	ATC|MTC|PTC|FTC
23115614	Glycolysis	PTC|ATC
23846818	Glycolysis	PTC
23846818	Glycolysis	PTC
23846818	Glycolysis	PTC
14715833	Glycolysis	PTC|FTC
12738763	growth factor signaling	PTC
20797751	Hedgehog (Hh) pathway	PTC|FTC
20797751	Hedgehog (Hh) pathway	PTC|FTC
20797751	Hedgehog (Hh) pathway	PTC|FTC
20797751	Hedgehog (Hh) pathway	PTC|FTC
20797751	Hedgehog (Hh) pathway	PTC|FTC
20797751	Hedgehog (Hh) pathway	PTC|FTC
19657751	HIV Infection	PTC
15258907	HO-1 pathway	PTC
24240178	homolog B1 pathway	MTC|PTC|FTC
19092295	Homologous recombination	PTC
17712314	Homologous recombination	PTC
22481871	Homologous recombination	PTC|FTC
24377596	Homologous recombination	PTC|FTC
21414327	Homologous Recombination Repair	PTC|FTC
24377596	Homologous Recombination Repair	PTC|FTC
23022340	Homologous Recombination Repair	PTC|FTC
22224819	hormone pathway	PTC
22224819	hormone pathway	PTC
22224819	hormone pathway	PTC
22415807	IGF pathway	PTC|FTC
17621275	IGF pathway	PTC
24094449	MAPK/ERK feedback pathway	PTC
17296934	Integrin pathway	PTC
23056499	JAK/STAT3 pathway	PTC|MTC
22744707	MAPK/ERK pathway	PTC
22654559	MAPK/ERK pathway	PTC|FTC
22583421	MAPK/ERK pathway	PTC|FTC
22158616	MAPK/ERK pathway	PTC
24094449	MAPK/ERK pathway	PTC
24094449	MAPK/ERK pathway	PTC
24094449	MAPK/ERK pathway	PTC
24094449	MAPK/ERK pathway	PTC
22426956	MAPK/ERK pathway	PTC
24094449	MAPK/ERK pathway	PTC
19500021	MAPK/ERK pathway	PTC|ATC
18000091	MAPK pathway	PTC
20564403	MAPK pathway	PTC|FTC
20473281	MAPK pathway	PTC
23544172	MAPK pathway	PTC
18697864	MAPK pathway	PTC|FTC
17174366	MAPK pathway	PTC|FTC
17174366	MAPK pathway	PTC|FTC
16896265	MAPK pathway	PTC
16896265	MAPK pathway	PTC
17689531	MAPK pathway	PTC
16501605	MAPK pathway	PTC
15613458	MAPK pathway	PTC
16708643	MAPK pathway	PTC
14508525	MAPK pathway	PTC
15378648	MAPK pathway	PTC
15689324	MAPK pathway	PTC
17415708	MAPK pathway	PTC
17415708	MAPK pathway	PTC
18018555	MAPK pathway	PTC
17317846	MAPK pathway	PTC
17317846	MAPK pathway	PTC
17317846	MAPK pathway	PTC
22105775	MAPK pathway	PTC
22078085	MAPK pathway	MTC|PTC|FTC
15630436	MAPK pathway	PTC
19107232	MAPK pathway	PTC
21479404	MAPK pathway	PTC
19725779	MAPK pathway	PTC
18225562	MAPK pathway	PTC
19500021	MAPK pathway	PTC|ATC
21479404	MAPK pathway	PTC
12970315	MAPK pathway	PTC
23544172	MAPK pathway	PTC
19370505	MAPK pathway	PTC
19500021	MAPK pathway	PTC|ATC
19500021	MAPK pathway	PTC|ATC
17199737	MAPK pathway	PTC
18697864	MAPK pathway	PTC|FTC
22150560	MAPK pathway	PTC
22870129	MAPK pathway	PTC
11889192	MAPK pathway	PTC|FTC
22930660	MAPK pathway	PTC
20564403	MAPK pathway	PTC|FTC
22654872	MAPK pathway	PTC
16407496	MAPK pathway	PTC
21903858	MAPK pathway	PTC
17940185	MAPK pathway	PTC
23218882	MAPK pathway	PTC|FTC
16299399	MAPK pathway	PTC
18948674	MAPK pathway	PTC
18948674	MAPK pathway	PTC
19356676	MAPK pathway	PTC
19725779	MAPK pathway	PTC
22858857	MAPK pathway	PTC
23544172	MAPK pathway	PTC
23544172	MAPK pathway	PTC
21479404	MAPK pathway	PTC
21479404	MAPK pathway	PTC
21479404	MAPK pathway	PTC
19040996	MAPK pathway	PTC
16946010	MAPK pathway	PTC
19956384	MAPK pathway	PTC
22752848	MAPK pathway	PTC
22823995	MAPK pathway	PTC
16896265	MAPK pathway	PTC
16299399	MAPK pathway	PTC
21725210	MAPK pathway	PTC
17186541	MAPK pathway	PTC
22823995	MAPK pathway	PTC
20230995	MAPK pathway	PTC
17199737	MAPK pathway	PTC
22150560	MAPK pathway	PTC
21049459	MAPK pathway	PTC
22007921	MAPK pathway	PTC
21900390	MAPK pathway	PTC|ATC
16551863	MAPK pathway	PTC
23544999	MAPK pathway	PTC
21479404	MAPK pathway	PTC
19627734	MAPK pathway	PTC
19627734	MAPK pathway	PTC
22551618	MAPK pathway	PTC
23806056	MAPK pathway	PTC
22863493	MAPK pathway	PTC
19356676	MAPK pathway	PTC
23288646	MAPK pathway	PTC|ATC|FTC
21316205	MAPK pathway	PTC
19898969	MAPK pathway	PTC|FTC
19500021	MAPK pathway	PTC|ATC
23404751	MAPK pathway	PTC|FTC
17989125	MAPK pathway	ATC|PTC|FTC
16818623	MAPK pathway	PTC
18757433	MAPK pathway	PTC
16613343	Matrix Metalloproteinases	ATC|PTC|FTC
21086628	Matrix Metalloproteinases	PTC
21086628	Matrix Metalloproteinases	PTC
16613808	Matrix Metalloproteinases	ATC|PTC|FTC
20193458	Matrix Metalloproteinases	PTC|FTC
20193458	Matrix Metalloproteinases	PTC|FTC
18664479	Matrix Metalloproteinases	PTC|FTC
19863615	Matrix Metalloproteinases	PTC
22253131	Matrix Metalloproteinases	PTC
17940185	Matrix Metalloproteinases	PTC
18774544	Matrix Metalloproteinases	PTC|FTC
23467939	Matrix Metalloproteinases	PTC
22049175	Matrix Metalloproteinases	PTC
15946492	Matrix Metalloproteinases	PTC
15946492	Matrix Metalloproteinases	PTC
11253113	Matrix Metalloproteinases	PTC
12001695	Matrix Metalloproteinases	PTC
17008280	Matrix Metalloproteinases	PTC
9927064	Matrix Metalloproteinases	PTC
22820140	Matrix Metalloproteinases	PTC
11253113	Matrix Metalloproteinases	PTC
22049175	Matrix Metalloproteinases	PTC
23177617	BMP-9-induced osteogenic pathway	PTC
20629553	MEK/ERK pathway	PTC
20629553	MEK/ERK pathway	PTC
21725210	MEK/ERK pathway	PTC
14555660	MEK/ERK pathway	PTC
16601293	MEK/ERK pathway	PTC
16601293	MEK/ERK pathway	PTC
20877637	MEK/ERK pathway	PTC
19861538	MEK/ERK pathway	PTC
23000762	MEK/ERK pathway	PTC
21750869	MEK/ERK pathway	PTC
17317846	MEK/MAPK pathway	PTC
24297791	MetaCore immune function pathway	PTC
15767811	MET pathway	PTC|FTC
20450746	Mismatch repair	PTC
20450746	Mismatch repair	PTC
16818623	Mitochondrial Electron Transport Chain	PTC
1978945	M Phase	PTC|FTC|MTC
19356627	M Phase	PTC
10760768	M Phase	PTC
11314023	mRNA Processing	PTC
8640758	mRNA Splicing	PTC
21249150	MST1 pathway	PTC
21249150	MST1 pathway	PTC
21249150	MST1 pathway	PTC
21249150	MST1 pathway	PTC
21822208	MTOR complex 1 pathway	PTC
22136849	mTOR pathway	PTC|MTC
22136849	mTOR pathway	PTC|MTC
22136849	mTOR pathway	PTC|MTC
22136849	mTOR pathway	PTC|MTC
22136849	mTOR pathway	PTC|MTC
23828865	mTOR pathway	MTC|PTC|FTC
21822208	mTOR pathway	PTC
19723757	mTOR pathway	ATC|PTC|FTC
21831957	mTOR pathway	MTC|PTC|FTC
21822208	mTOR pathway	PTC
19723757	mTOR pathway	ATC|PTC|FTC
19723757	mTOR pathway	ATC|PTC|FTC
23520464	NF-kB pathway	PTC
24405857	NF-kB pathway	PTC|FTC
23528368	NF-kB pathway	PTC
23183621	Non-homologous end-joining	PTC|FTC
19092295	Non-homologous end-joining	PTC
19190121	Notch1 pathway	PTC|FTC
19190121	Notch1 pathway	PTC|FTC
23544172	Notch pathway	PTC
23544172	Notch pathway	PTC
23544172	Notch pathway	PTC
23544172	Notch pathway	PTC
23544172	Notch pathway	PTC
23544172	Notch pathway	PTC
23544172	Notch pathway	PTC
23544172	Notch pathway	PTC
23766517	Nrf2 pathway	PTC
